,IBM spots,IBM vols,dates,DELL spots,DELL vols,HP spots,HP vols,WESTDIG spots,WESTDIG vols,SEAGATE spots,SEAGATE vols
199,152.05,3586000.0,2017-06-02,68.25,2240000.0,18.98,9262000.0,91.52,3191000.0,43.22,2683000.0
200,152.67,2918000.0,2017-06-01,69.28,2453000.0,18.95,8340000.0,91.59,3520000.0,42.88,3493000.0
201,152.63,3543000.0,2017-05-31,69.39,9401000.0,18.76,12234000.0,90.06,5532000.0,43.57,4522000.0
202,151.73,3666000.0,2017-05-30,68.75,2265000.0,18.94,16424000.0,91.29,3351000.0,43.24,3567000.0
203,152.49,2444000.0,2017-05-26,68.8,875386.0,18.47,14526000.0,90.01,2940000.0,42.53,3273000.0
204,153.2,2583000.0,2017-05-25,68.66,1685000.0,18.37,21296000.0,89.27,3307000.0,43.11,2951000.0
205,152.51,3732000.0,2017-05-24,68.07,1185000.0,19.01,13476000.0,89.7,6148000.0,42.73,2389000.0
206,152.03,2565000.0,2017-05-23,67.38,1417000.0,18.96,7835000.0,88.03,2662000.0,42.63,2702000.0
207,152.64,3303000.0,2017-05-22,67.38,2366000.0,19.11,9759000.0,87.98,3236000.0,42.77,2506000.0
208,151.98,5643000.0,2017-05-19,64.92,706013.0,19.0,8050000.000000001,86.66,3026000.0,42.51,3272000.0
209,150.78,3274000.0,2017-05-18,64.66,1405000.0,18.78,14281000.0,86.11,3365000.0,42.25,4102999.9999999995
210,150.93,5191000.0,2017-05-17,64.89,1149000.0,18.96,11096000.0,85.22,3965000.0,42.16,5853000.0
211,153.68,5514000.0,2017-05-16,66.54,1176000.0,19.47,7350000.0,88.96,2197000.0,44.0,4080000.0
212,151.51,4245000.0,2017-05-15,66.26,1406000.0,19.36,7177000.0,89.02,3022000.0,43.48,4449000.0
213,150.37,3716000.0,2017-05-12,64.95,5977000.0,19.3,6417000.0,89.65,1981000.0,43.04,3545000.0
214,150.65,5628000.0,2017-05-11,66.1,1401000.0,19.26,8233000.000000001,89.68,2124000.0,42.48,5225000.0
215,151.25,5000000.0,2017-05-10,66.98,1118000.0,19.36,7252000.0,89.54,2377000.0,43.11,3494000.0
216,152.11,6853000.0,2017-05-09,67.24,1248000.0,19.24,6674000.0,88.88,3842000.0,42.83,2798000.0
217,153.03,7492000.0,2017-05-08,67.63,2077000.0,19.31,10053000.0,89.9,3901000.0,42.87,3002000.0
218,155.05,12521000.0,2017-05-05,67.29,1413000.0,18.91,11898000.0,90.72,3057000.0,43.55,4885000.0
219,159.05,4281000.0,2017-05-04,66.32,877921.0,18.79,7205000.0,89.17,3338000.0,42.58,4947000.0
220,158.63,3993000.0,2017-05-03,66.17,868816.0,18.81,6996000.0,89.22,4382000.0,42.51,5381000.0
221,159.1,3208000.0,2017-05-02,66.93,1139000.0,18.9,11527000.0,87.29,4849000.0,42.44,6509000.0
222,158.84,4935000.0,2017-05-01,67.57,1729000.0,18.93,7959000.0,87.7,8368000.0,42.18,7377000.0
223,160.29,4154000.0,2017-04-28,67.11,872074.0,18.82,7957000.0,89.07,17421000.0,42.13,8613000.0
224,160.32,4123000.0,2017-04-27,67.43,873965.0,18.77,9194000.0,85.71,6022000.0,42.3,9673000.0
225,160.06,4328000.0,2017-04-26,67.06,1524000.0,18.63,7951000.0,84.61,7985000.0,42.01,34477000.0
226,160.39,4860000.0,2017-04-25,66.35,2149000.0,18.61,10426000.0,86.88,3958000.0,50.51,7791000.0
227,160.75,5321000.0,2017-04-24,66.18,2265000.0,18.54,8055000.0,85.77,4009000.0000000005,49.42,4585000.0
228,160.38,5608000.0,2017-04-21,64.42,1673000.0,18.29,9953000.0,83.11,2671000.0,48.26,3359000.0
229,162.3,6487000.0,2017-04-20,64.9,943480.0,18.52,6786000.0,84.41,2796000.0,48.55,5842000.0
230,161.69,19284000.0,2017-04-19,64.53,700324.0,18.38,12352000.0,82.8,2625000.0,48.56,2957000.0
231,170.05,6345000.0,2017-04-18,64.39,833685.0,18.22,10177000.0,82.87,3799000.0,48.54,3323000.0
232,171.1,3720000.0,2017-04-17,64.25,644099.0,18.2,8214000.0,84.16,3868000.0,48.49,2974000.0
233,169.53,3205000.0,2017-04-13,63.92,1061000.0,18.2,12854000.0,83.5,5046000.0,48.17,3791000.0
234,170.66,3277000.0,2017-04-12,63.9,1291000.0,18.02,19364000.0,84.21,5764000.0,48.34,4227000.0
235,170.58,4892000.0,2017-04-11,65.11,1487000.0,17.54,14401000.0,86.05,7809000.0,49.09,7672000.0
236,171.2,3790000.0,2017-04-10,64.91,2007000.0000000002,17.36,6694000.0,84.78,5374000.0,47.6,5389000.0
237,172.14,3588000.0,2017-04-07,64.87,1613000.0,17.37,13465000.0,85.17,4235000.0,46.85,3589000.0
238,172.45,3435000.0,2017-04-06,64.2,1895000.0,17.56,8369000.0,84.09,3160000.0,46.25,2958000.0
239,172.88,6239000.0,2017-04-05,64.02,2178000.0,17.69,10311000.0,82.7,4093000.0,46.0,3670000.0
240,174.52,3109000.0,2017-04-04,64.18,1594000.0,17.72,6781000.0,82.99,2902000.0,45.97,2354000.0
241,174.5,4286000.0,2017-04-03,63.85,1709000.0,17.59,10538000.0,82.14,4051999.9999999995,45.3,6307000.0
242,174.14,2914000.0,2017-03-31,64.08,1763000.0,17.88,19241000.0,82.53,4155000.0000000005,45.93,3387000.0
243,173.86,3168000.0,2017-03-30,63.99,2585000.0,17.65,10806000.0,83.75,6704000.0,47.12,5955000.0
244,173.94,3086000.0,2017-03-29,63.9,1389000.0,17.26,5477000.0,81.39,4498000.0,45.67,2608000.0
245,174.51,3524000.0,2017-03-28,63.57,1445000.0,17.26,8742000.0,80.56,4000000.0,45.28,3418000.0
246,173.77,3259000.0,2017-03-27,63.37,833083.0,17.2,5698000.0,78.57,3534000.0,44.91,3165000.0
247,173.83,3222000.0,2017-03-24,63.37,761414.0,17.23,6634000.0,78.18,8682000.0,45.24,5278000.0
248,174.82,3740000.0,2017-03-23,63.08,798915.0,17.21,9157000.0,76.19,3576000.0,45.13,3663000.0
249,174.78,3451000.0,2017-03-22,62.98,728810.0,17.23,10655000.0,74.93,3584000.0,45.01,4311000.0
250,173.88,3928000.0,2017-03-21,62.44,1193000.0,17.15,11252000.0,73.22,5143000.0,44.51,4693000.0
251,175.7,2476000.0,2017-03-20,64.07,678506.0,17.56,8848000.0,76.42,3515000.0,46.08,3441000.0
252,175.65,5921000.0,2017-03-17,64.19,932366.0,17.56,14283000.0,76.87,3394000.0,46.87,6829000.0
253,177.24,4312000.0,2017-03-16,64.0,1158000.0,17.65,9144000.0,77.14,2516000.0,47.23,3192000.0
254,175.81,3816000.0,2017-03-15,63.73,885779.0,17.57,13418000.0,76.72,3206000.0,47.06,4057000.0000000005
255,175.72,3147000.0,2017-03-14,63.49,868631.0,17.47,6334000.0,75.7,2355000.0,46.7,3493000.0
256,176.46,3482000.0,2017-03-13,63.5,1499000.0,17.49,6967000.0,75.7,2104000.0,47.57,2949000.0
257,177.83,3100000.0,2017-03-10,63.48,809678.0,17.39,7841000.0,75.0,2747000.0,47.28,3527000.0
258,177.18,5444000.0,2017-03-09,63.13,929247.0,17.36,8505000.0,74.26,5025000.0,46.68,6329000.0
259,179.45,3557000.0,2017-03-08,63.52,1244000.0,17.32,6746000.0,76.45,1649000.0,48.11,2081000.0
260,180.38,2981000.0,2017-03-07,63.05,869269.0,17.27,11528000.0,76.8,2123000.0,48.28,2285000.0
261,180.47,3204000.0,2017-03-06,62.71,1330000.0,17.3,11163000.0,76.8,3855000.0,48.51,3474000.0
262,180.05,1825000.0,2017-03-03,63.44,870954.0,17.35,17289000.0,77.54,3223000.0,48.96,3099000.0
263,180.53,2918000.0,2017-03-02,63.47,706682.0,17.32,12229000.0,76.28,4867000.0,48.92,4130000.0
264,181.95,3006000.0,2017-03-01,64.08,1402000.0,17.62,9819000.0,78.32,4668000.0,49.48,4625000.0
265,179.82,3273000.0,2017-02-28,63.49,1207000.0,17.37,13940000.0,76.88,5078000.0,48.19,5593000.0
266,179.4,3691000.0,2017-02-27,64.04,1785000.0,17.65,12287000.0,76.1,4016000.0,47.69,5421000.0
267,181.35,3300000.0,2017-02-24,64.24,858369.0,17.65,19816000.0,74.65,4088000.0,47.75,3173000.0
268,181.65,2283000.0,2017-02-23,64.12,1024999.9999999999,17.6,37119000.0,74.59,2888000.0,47.39,4065000.0000000005
269,181.15,3021000.0,2017-02-22,64.77,1073000.0,16.2,16654000.0,74.47,2811000.0,47.35,2658000.0
270,180.26,4480000.0,2017-02-21,65.1,1018999.9999999999,16.13,17318000.0,74.9,3438000.0,47.43,3217000.0
271,180.67,3552000.0,2017-02-17,64.59,1398000.0,15.95,17367000.0,74.91,4791000.0,47.14,3271000.0
272,181.43,3252000.0,2017-02-16,65.12,1298000.0,15.92,12561000.0,75.95,2946000.0,47.57,4451000.0
273,181.68,2914000.0,2017-02-15,65.12,662443.0,15.98,14448000.0,76.01,3362000.0,48.15,5004000.0
274,180.13,2777000.0,2017-02-14,64.85,1115000.0,16.06,17086000.0,76.41,5390000.0,47.85,4105000.0000000005
275,179.36,3093000.0,2017-02-13,64.83,1281000.0,16.04,16143000.0,78.47,2400000.0,47.8,5522000.0
276,178.68,2931000.0,2017-02-10,64.73,1036000.0,15.72,10006000.0,77.36,2878000.0,46.46,3658000.0
277,177.21,3091000.0,2017-02-09,65.0,1046999.9999999999,15.64,7709000.0,78.05,2885000.0,46.37,3452000.0
278,176.17,2913000.0,2017-02-08,64.84,1259000.0,15.51,13204000.0,77.08,4499000.0,45.8,4853000.0
279,178.46,3873000.0,2017-02-07,64.86,920273.0,15.43,12330000.0,79.05,2629000.0,46.1,4947000.0
280,175.86,2651000.0,2017-02-06,64.63,1410000.0,15.26,7975000.0,78.94,2307000.0,45.44,4652000.0
281,175.82,3309000.0,2017-02-03,64.35,657680.0,15.27,11659000.0,79.13,2625000.0,46.29,5768000.0
282,174.58,2621000.0,2017-02-02,63.96,1100000.0,15.21,15600000.0,79.23,2983000.0,45.27,5447000.0
283,174.29,2796000.0,2017-02-01,63.1,1450000.0,14.99,12434000.0,79.16,3898000.0,44.78,5382000.0
284,174.52,4139000.0000000005,2017-01-31,62.99,1370000.0,15.05,14890000.0,79.73,3618000.0,45.15,5598000.0
285,175.8,4094999.9999999995,2017-01-30,62.44,1490000.0,14.84,11240000.0,79.22,3846000.0,44.9,6864000.0
286,177.3,3482000.0,2017-01-27,62.55,3006000.0,14.8,14922000.0,79.52,5244000.0,44.5,7680000.0
287,178.66,3064000.0,2017-01-26,59.61,1591000.0,14.79,14419000.0,78.47,9978000.0,43.9,14712000.0
288,178.29,5922000.0,2017-01-25,60.06,1643000.0,15.19,16222999.999999998,80.02,13824000.0,42.67,46165000.0
289,175.9,6952000.0,2017-01-24,59.77,2015000.0000000002,15.17,12370000.0,76.01,6509000.0,37.44,8551000.0
290,171.03,5478000.0,2017-01-23,58.28,1098000.0,14.67,15250000.0,72.65,4707000.0,36.37,4956000.0
291,170.55,12690000.0,2017-01-20,59.26,1111000.0,14.73,14687000.0,72.63,3513000.0,36.47,3041000.0
292,166.81,6963000.0,2017-01-19,58.81,1284000.0,14.86,15082000.0,71.67,4121000.0000000005,36.34,2959000.0
293,166.8,4008000.0,2017-01-18,58.57,698093.0,14.58,13665000.0,73.24,4413000.0,37.24,2867000.0
294,167.89,3316000.0,2017-01-17,57.94,1384000.0,14.58,11977000.0,71.62,4506000.0,37.02,3291000.0
295,167.34,2875000.0,2017-01-13,58.17,1658000.0,14.77,9336000.0,71.0,2077999.9999999998,36.9,2516000.0
296,167.95,2928000.0,2017-01-12,57.64,851615.0,14.79,11508000.0,70.75,3451000.0,36.75,3850000.0
297,167.75,3599000.0,2017-01-11,57.58,897953.0,14.94,15009000.0,71.45,4371000.0,36.87,6269000.0
298,165.52,4119000.0,2017-01-10,56.99,1665000.0,14.69,15888000.0,70.84,3651000.0,37.63,4267000.0
299,167.65,3190000.0,2017-01-09,56.49,1406000.0,14.68,12909000.0,71.86,3910000.0,38.05,3264000.0
300,169.53,2946000.0,2017-01-06,56.79,1332000.0,15.0,7494000.0,70.38,3274000.0,38.49,4530000.0
301,168.7,2682000.0,2017-01-05,55.27,829632.0,15.07,13221000.0,70.55,3638000.0,39.05,2890000.0
302,169.26,3381000.0,2017-01-04,55.0,2101000.0,15.08,9128000.0,70.54,3653000.0,39.12,3843000.0
303,167.19,2934000.0,2017-01-03,54.57,1629000.0,14.85,12502000.0,69.43,4479000.0,39.62,5129000.0
304,165.99,2953000.0,2016-12-30,54.97,804961.0,14.84,9187000.0,67.95,2824000.0,38.17,2897000.0
305,166.6,1664000.0,2016-12-29,55.26,833670.0,14.94,4905000.0,68.43,3268000.0,38.02,2711000.0
306,166.19,1758000.0,2016-12-28,55.34,1321000.0,14.94,5175000.0,69.21,3147000.0,38.79,2593000.0
307,167.14,1397000.0,2016-12-27,56.05,1006000.0,15.21,4409000.0,70.17,2102000.0,39.38,1940000.0
308,166.71,1701000.0,2016-12-23,56.09,595874.0,15.1,6306000.0,70.35,2257000.0,39.11,2473000.0
309,167.06,2803000.0,2016-12-22,55.84,1573000.0,15.14,7592000.0,70.19,5459000.0,39.02,3099000.0
310,167.33,3576000.0,2016-12-21,57.29,1066000.0,15.14,8132999.999999999,69.22,2736000.0,38.91,3136000.0
311,167.6,2175000.0,2016-12-20,57.05,1474000.0,15.08,12149000.0,68.95,4286000.0,38.76,3301000.0
312,166.68,2956000.0,2016-12-19,56.39,1220000.0,15.12,10344000.0,68.36,2549000.0,38.71,4271000.0
313,166.73,7121000.0,2016-12-16,56.44,5976000.0,15.05,19766000.0,67.18,4852000.0,39.1,8418000.0
314,168.02,3389000.0,2016-12-15,56.76,3605000.0,15.51,10122000.0,67.89,2804000.0,40.6,2928000.0
315,168.51,4123999.9999999995,2016-12-14,54.21,1837000.0,15.61,10638000.0,67.17,2558000.0,40.2,4505000.0
316,168.29,5932000.0,2016-12-13,53.77,1228000.0,15.82,10979000.0,67.9,3550000.0,40.84,5722000.0
317,165.5,3392000.0,2016-12-12,53.9,1641000.0,15.83,12705000.0,66.29,3638000.0,39.17,3836000.0
318,166.52,3147000.0,2016-12-09,53.97,1678000.0,15.78,9865000.0,67.71,3101000.0,39.38,4125000.0
319,165.36,3266000.0,2016-12-08,53.92,2322000.0,16.16,9582000.0,68.25,4771000.0,39.23,3584000.0
320,164.79,4435000.0,2016-12-07,53.9,2752000.0,16.15,11679000.0,69.15,15475000.0,40.27,7636000.0
321,160.35,2859000.0,2016-12-06,53.37,1659000.0,15.6,6887000.0,63.85,5050000.0,39.15,3409000.0
322,159.84,3447000.0,2016-12-05,53.06,1793000.0,15.55,11539000.0,62.09,6866000.0,39.16,3813000.0
323,160.02,2741000.0,2016-12-02,52.75,1338000.0,15.12,8377000.000000001,63.35,3497000.0,38.87,4144999.9999999995
324,159.82,4636000.0,2016-12-01,51.88,2250000.0,15.06,12822000.0,61.61,5508000.0,38.11,5533000.0
325,162.22,4398000.0,2016-11-30,53.56,1426000.0,15.4,15933000.0,63.66,5383000.0,40.1,3962000.0
326,163.53,3148000.0,2016-11-29,53.27,1339000.0,15.15,9763000.0,62.67,5053000.0,39.5,3996000.0
327,164.52,4449000.0,2016-11-28,52.14,740276.0,15.08,12792000.0,62.27,4727000.0,39.37,3178000.0
328,163.14,1605000.0,2016-11-25,52.19,254001.0,15.18,8875000.0,61.59,1315000.0,39.07,1802000.0
329,161.98,2256000.0,2016-11-23,51.54,839435.0,14.87,23440000.0,61.04,2202000.0,38.82,2806000.0
330,162.67,2771000.0,2016-11-22,52.09,801751.0,15.95,19635000.0,61.19,2696000.0,38.96,4800000.0
331,162.77,4637000.0,2016-11-21,52.44,883798.0,16.0,10618000.0,61.17,3887000.0,39.82,2178000.0
332,160.39,2982000.0,2016-11-18,51.99,1179000.0,15.87,10878000.0,60.93,4837000.0,39.29,2394000.0
333,159.8,2261000.0,2016-11-17,51.8,1607000.0,15.89,9623000.0,58.8,6616000.0,39.23,4721000.0
334,159.29,2253000.0,2016-11-16,50.65,1403000.0,15.8,10164000.0,59.53,2961000.0,38.26,2607000.0
335,158.67,3477000.0,2016-11-15,50.08,1962000.0,15.87,14279000.0,59.71,4048000.0,38.51,3527000.0
336,158.21,5196000.0,2016-11-14,48.99,983570.0,16.1,14528000.0,59.48,4416000.0,38.0,5206000.0
337,161.27,4447000.0,2016-11-11,49.15,887445.0,15.82,10307000.0,58.89,6220000.0,37.25,4737000.0
338,160.22,7716000.0,2016-11-10,49.26,1676000.0,15.49,16181999.999999998,56.84,4856000.0,36.17,6204000.0
339,154.81,5404000.0,2016-11-09,49.37,1639000.0,15.57,16867000.0,57.48,5819000.0,34.76,6167000.0
340,155.17,3922000.0,2016-11-08,49.68,932477.0,15.28,11642000.0,57.26,2975000.0,34.49,2677000.0
341,155.72,3805000.0,2016-11-07,49.52,1282000.0,15.05,9781000.0,57.67,4503000.0,34.65,4565000.0
342,152.43,2470000.0,2016-11-04,48.62,1770000.0,14.71,11832000.0,55.02,2706000.0,33.0,3641000.0
343,152.37,2879000.0,2016-11-03,48.77,1337000.0,14.54,10559000.0,55.14,3193000.0,33.08,3856000.0
344,151.95,3074000.0,2016-11-02,49.0,1840000.0,14.65,22285000.0,55.2,4216000.0,32.65,5446000.0
345,152.79,3192000.0,2016-11-01,48.47,2236000.0,14.35,25362000.0,57.24,3821000.0,33.71,4147000.0000000005
346,153.69,3553000.0,2016-10-31,49.09,3414000.0,14.49,16364000.0,58.44,3363000.0,34.31,3121000.0
347,152.61,3654000.0,2016-10-28,48.87,3823000.0,14.09,15248000.0,59.21,4760000.0,34.15,3143000.0
348,153.35,4229000.0,2016-10-27,48.33,7038000.0,13.99,14106000.0,59.58,15086000.0,34.24,6846000.0
349,151.81,2812000.0,2016-10-26,46.72,1656000.0,13.91,17328000.0,56.52,8826000.0,34.84,5639000.0
350,150.88,2647000.0,2016-10-25,46.99,1515000.0,13.9,11070000.0,53.63,3335000.0,34.27,4171999.9999999995
351,150.57,2667000.0,2016-10-24,47.94,1016000.0,13.97,9763000.0,53.52,3157000.0,34.52,2950000.0
352,149.63,4414000.0,2016-10-21,47.24,971453.0,13.8,14610000.0,53.07,2765000.0,34.5,4484000.0
353,151.52,4022999.9999999995,2016-10-20,47.7,1080000.0,14.1,6824000.0,53.86,2215000.0,34.98,5159000.0
354,151.26,4633000.0,2016-10-19,47.71,1250000.0,14.12,9918000.0,53.6,3706000.0,34.32,10115000.0
355,150.72,12771000.0,2016-10-18,47.68,1507000.0,14.21,12763000.0,53.99,3134000.0,35.34,5505000.0
356,154.77,5890000.0,2016-10-17,47.39,1351000.0,14.03,22058000.0,53.18,6594000.0,35.01,4548000.0
357,154.45,4358000.0,2016-10-14,47.24,1530000.0,14.48,23108000.0,54.84,3833000.0,35.16,5413000.0
358,153.72,2910000.0,2016-10-13,47.13,1343000.0,15.15,14424000.0,55.28,4978000.0,35.18,7302000.0
359,154.29,2964000.0,2016-10-12,47.11,1642000.0,15.35,10064000.0,56.43,4293000.0,35.23,5153000.0
360,154.79,2901000.0,2016-10-11,47.14,1753000.0,15.44,10650000.0,56.62,6388000.0,35.1,14458000.0
361,157.02,2481000.0,2016-10-10,47.52,1521000.0,15.59,7726000.0,59.26,3761000.0,37.97,4467000.0
362,155.67,2672000.0,2016-10-07,48.07,986468.0,15.58,5458000.0,58.67,3517000.0,37.89,3340000.0
363,156.88,1950000.0,2016-10-06,48.39,1442000.0,15.6,5286000.0,58.05,4965000.0,37.81,4165000.0
364,157.08,1684000.0,2016-10-05,48.47,1858000.0,15.63,9082000.0,59.24,4442000.0,38.54,2680000.0
365,156.46,2884000.0,2016-10-04,47.86,1682000.0,15.36,12314000.0,58.69,4601000.0,38.24,3594000.0
366,157.61,2228000.0,2016-10-03,47.93,1500000.0,15.65,7282000.0,58.86,5164000.0,38.41,3671000.0
367,158.85,3597000.0,2016-09-30,47.8,1730000.0,15.53,11457000.0,58.47,4397000.0,38.55,3840000.0
368,158.11,3375000.0,2016-09-29,47.57,1659000.0,15.39,9795000.0,58.27,5367000.0,37.79,4046000.0000000005
369,158.29,3310000.0,2016-09-28,47.86,2249000.0,15.49,9742000.0,58.01,4878000.0,38.21,4972000.0
370,156.77,2987000.0,2016-09-27,47.79,2759000.0,15.34,9061000.0,58.86,7932000.0,38.42,6853000.0
371,153.98,2533000.0,2016-09-26,47.89,2842000.0,15.02,7485000.0,57.01,5902000.0,37.2,5412000.0
372,154.98,2702000.0,2016-09-23,48.01,2091000.0000000002,15.09,8102000.0,55.93,3983000.0,36.46,2498000.0
373,156.11,2691000.0,2016-09-22,48.03,4787000.0,15.12,9939000.0,56.07,4564000.0,36.4,2585000.0
374,155.53,2474000.0,2016-09-21,48.42,4178000.0,14.99,13734000.0,56.13,4197000.0,36.69,3641000.0
375,154.45,2159000.0,2016-09-20,48.73,3368000.0,14.54,8221999.999999999,54.42,3054000.0,35.53,2625000.0
376,154.87,2450000.0,2016-09-19,48.76,4565000.0,14.56,7981000.0,54.63,4744000.0,35.95,4950000.0
377,153.84,6464000.0,2016-09-16,48.47,4992000.0,14.53,18459000.0,54.94,9508000.0,36.4,8967000.0
378,155.66,3663000.0,2016-09-15,48.89,4829000.0,14.5,11849000.0,53.28,3978000.0,36.45,4247000.0
379,154.05,3861000.0,2016-09-14,48.35,4830000.0,14.27,8595000.0,51.99,3860000.0,36.07,4074000.0
380,155.81,3637000.0,2016-09-13,48.5,5064000.0,14.18,15057000.0,52.37,5534000.0,36.14,4717000.0
381,158.29,4368000.0,2016-09-12,49.4,3926000.0,14.49,15824000.0,52.31,6535000.0,36.55,6150000.0
382,155.69,5186000.0,2016-09-09,49.08,7470000.0,14.07,16646000.0,51.59,6034000.0,36.09,7724000.0
383,159.0,3963000.0,2016-09-08,50.31,11551000.0,14.63,10292000.0,53.47,7121000.0,36.31,4738000.0
384,161.64,2867000.0,2016-09-07,48.0,41509000.0,14.69,6809000.0,53.3,18607000.0,36.51,9484000.0
385,160.35,2994000.0,2016-09-06,45.45,15805000.0,14.63,7582000.0,47.55,4514000.0,34.47,4357000.0
386,159.55,2315000.0,2016-09-02,42.98,2281000.0,14.49,8327000.0,46.97,2821000.0,33.92,2724000.0
387,159.54,2358000.0,2016-09-01,43.5,2539000.0,14.5,10854000.0,46.32,3015000.0,33.71,4150000.0000000005
388,158.88,2324000.0,2016-08-31,44.68,2535000.0,14.37,11283000.0,46.67,3337000.0,33.74,5298000.0
389,159.4,1813000.0,2016-08-30,45.15,1349000.0,14.38,10541000.0,47.1,2470000.0,33.92,2930000.0
390,159.72,2476000.0,2016-08-29,46.3,390147.0,14.43,8023999.999999999,47.08,2807000.0,33.73,3972000.0
391,158.32,2499000.0,2016-08-26,45.75,62730.0,14.39,15568000.0,46.93,3363000.0,33.33,6087000.0
392,158.63,2575000.0,2016-08-25,45.4121,104300.0,14.37,36143000.0,46.44,4123999.9999999995,32.05,2592000.0
393,159.05,3646000.0,2016-08-24,45.6,708893.0,14.4,19757000.0,45.41,2758000.0,31.58,2773000.0
394,160.26,2838000.0,2016-08-23,45.0,416182.0,14.57,14075000.0,46.5,3171000.0,32.12,2566000.0
395,160.0,2039000.0000000002,2016-08-22,43.65,630310.0,14.37,13103000.0,46.14,2943000.0,31.87,2807000.0
396,160.04,2815000.0,2016-08-19,43.5,1329000.0,14.42,9504000.0,46.6,3907000.0,32.33,2659000.0
397,161.36,3652000.0,2016-08-18,42.75,496033.0,14.51,9055000.0,45.81,3702000.0,32.07,2352000.0
398,160.44,3226000.0,2016-08-17,43.0,76200.0,14.5,10371000.0,44.73,4730000.0,31.78,3515000.0
